dataset,Ek,treeType,Pdisc,NumFolds,Ncentro,MS,SumStra,FinalClassif,Pconf,Pprun,PprunMaxBoxes,Pmerg,Pgrow,PprunDS,Etf,Esim,EuseSameRandomSamples,Eparallel,pctCorrect,pctIncorrect,pctUnclassified,precisionClass0,recallClass0,specificityClass0,accuracyClass0,ROCAUCClass0,classifierBuildTimeMax,classifierBuildTimeAvg,classifierBuildPeakMemUsageMax,classifierBuildPeakMemUsageAvg,classifierClassificationTimeMax,classifierClassificationTimeAvg,classifierClassificationPeakMemUsageMax,classifierClassificationPeakMemUsageAvg,numClasses,numAttributes,numInstances,conflictBoxes,mergedBoxesCount,cubesBuiltMax,cubesBuiltAvg,cubeCountRatioAfterMergingMax,cubeCountRatioAfterMergingAvg,cubeCompressionRatioMax,cubeCompressionRatioAvg,finalCubeCountMax,finalCubeCountAvg,cutBoxesAtBuildTreeMax,cutBoxesAtBuildTreeAvg,treeDepthMax,treeDepthAvg
5,1,7,0,10,0.8,1,0,0,,,,,,,,,,,92.7093132643,7.2906867357,0,94.9374627755,96.3141993958,81.9532908705,93.1326434619,0.9052424295,418,211.9,66362328,57107425.6,4,1.9,3873736,2720631.2,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,1,7,0,10,0.8,1,0,0,,,,,,,,,,,99.706744868,0.293255132,0,99.5169082126,99.7578692494,99.9136069114,99.8900293255,0.9983573808,645,607.6,170000336,142693228,5,1.5,3411168,3094789.6,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,1,7,0,10,0.8,1,0,0,,,,,,,,,,,92.4581612693,7.5418387307,0,94.2049981891,93.2926829268,91.1748483177,92.4581612693,0.9428767882,1248,1150.1,168165328,156904310.4,2,0.9,3384968,3034044.8,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,1,7,0,10,0.8,1,0,0,,,,,,,,,,,84.079915878,15.920084122,0,85.7516138949,90.4800518975,72.278708134,84.079915878,0.8261772311,6522,5745.7,637504408,44851718.4,2,1.4,11719704,7857886.4,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,7,0,10,0.8,1,0,0,,,,,,,,,,,87.46,12.54,0,95.717884131,96.3244613435,99.8230180626,99.685,0.9841687724,2785,2642.1,515591944,57605872,7,6.7,10988256,10986166.4,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,4,7,0,10,0.8,1,0,0,,,,,,,,0,,,92.756349953,7.243650047,0,95.0477326969,96.253776435,82.3779193206,93.1796801505,0.9065618566,214,206.4,87754008,87753814.4,1,0.1,10971064,10971032,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,4,7,0,10,0.8,1,0,0,,,,,,,,0,,,99.706744868,0.293255132,0,99.5169082126,99.7578692494,99.9136069114,99.8900293255,0.9983573808,935,774.5,296173064,-133325522.4,1,0.4,10973848,10973789.6,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,4,7,0,10,0.8,1,0,0,,,,,,,,0,,,92.5016300804,7.4983699196,0,94.2091929063,93.3644189383,91.1748483177,92.5016300804,0.9411103927,1650,1588.9,361988096,-86156376.8,1,0.2,10973152,10973103.2,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,4,7,0,10,0.8,1,0,0,,,,,,,,0,,,84.1798107256,15.8201892744,0,85.8714890342,90.4881608823,72.54784689,84.1798107256,0.8289868403,6879,6682.7,532932624,25837873.6,2,1.5,10206464,6765178.4,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,4,7,0,10,0.8,1,0,0,,,,,,,,0,,,87.415,12.585,0,95.2261306533,96.0709759189,99.8021966582,99.655,0.9835025666,1855,1697.4,453705680,-142904646.4,13,7.8,8764256,6040303.2,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,16,7,0,10,0.8,1,0,0,,,,,,,,0,,,92.7093132643,7.2906867357,0,95.1583980873,96.1933534743,82.8025477707,93.2267168391,0.9052379395,233,208.5,92542552,85812015.2,1,0.3,8414784,8414752,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,16,7,0,10,0.8,1,0,0,,,,,,,,0,,,99.6517595308,0.3482404692,0,99.3961352657,99.6368038741,99.8920086393,99.853372434,0.9976440626,838,773.2,319367936,-110519188,1,0.7,8403368,8396229.6,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,16,7,0,10,0.8,1,0,0,,,,,,,,0,,,92.5450988915,7.4549011085,0,93.9274164571,93.7589670014,90.6784335356,92.5450988915,0.9410608344,1729,1654.1,360731952,-69619976.8,1,0.6,8392592,8392304,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,16,7,0,10,0.8,1,0,0,,,,,,,,0,,,83.9957939012,16.0042060988,0,85.5916615573,90.5611417451,71.8899521531,83.9957939012,0.8287378176,8401,7426.7,453144328,-76735260,2,1.4,6873336,5747256,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,16,7,0,10,0.8,1,0,0,,,,,,,,0,,,87.39,12.61,0,95.6962025316,95.8174904943,99.8230180626,99.665,0.9821489444,2033,1763.3,288887384,-187475056.8,8,7.2,7082960,5204849.6,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,64,7,0,10,0.8,1,0,0,,,,,,,,0,,,92.1448730009,7.8551269991,0,95.229468599,95.2870090634,83.2271762208,92.6152398871,0.9123751612,197,190.2,63608016,59366627.2,1,0.3,7068696,7068664,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,64,7,0,10,0.8,1,0,0,,,,,,,,0,,,99.5784457478,0.4215542522,0,99.2771084337,99.7578692494,99.8704103672,99.853372434,0.9981413981,795,745.7,323774032,-110731582.4,1,0.2,7070976,7063577.6,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,64,7,0,10,0.8,1,0,0,,,,,,,,0,,,92.8059117583,7.1940882417,0,93.8906752412,94.2611190818,90.5681191395,92.8059117583,0.9401019142,1635,1553.5,351749576,-139575230.4,1,0.1,6830536,5850148.8,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,64,7,0,10,0.8,1,0,0,,,,,,,,0,,,84.0694006309,15.9305993691,0,85.7879347492,90.4070710347,72.3833732057,84.0694006309,0.8268795834,7810,7353.8,328729688,-165556684,2,1.1,6659832,4764757.6,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,64,7,0,10,0.8,1,0,0,,,,,,,,0,,,87.71,12.29,0,96.8233799238,96.5779467681,99.8698662225,99.74,0.9848375512,2103,2028.8,329662984,-162975643.2,9,7.9,6957920,5747713.6,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,1,2,0,10,,,,,1,30,1000,0,0,,0,,,0,92.7093132643,7.2906867357,0,95.4819277108,95.7703927492,84.076433121,93.1796801505,0.9254982329,328,113.5,62464480,22210605.6,3,1.8,6943664,6943652,3,22,2126,0,0,62,53.1,-1,-1,-1,-1,62,53.1,0,0,17,13.8
8,1,2,0,10,,,,,1,30,1000,0,0,,0,,,0,99.6517595308,0.3482404692,0,99.6363636364,99.5157384988,99.9352051836,99.8717008798,0.9982538346,230,216.4,131868760,104106468,2,1.1,6946328,6946304,4,25,5456,0,0,26,21.6,-1,-1,-1,-1,26,21.6,0,0,11,9.7
9,1,2,0,10,,,,,1,30,1000,0,0,,0,,,0,92.9797870028,7.0202129972,0,94.0335834227,94.4045911047,90.7887479316,92.9797870028,0.9386920226,539,508.9,269702232,-208413938.4,1,0.4,5059456,2302788.8,2,58,4601,0,0,121,104.2,-1,-1,-1,-1,121,104.2,0,0,26,21.7
10,1,2,0,10,,,,,1,30,1000,0,0,,0,,,0,85.0578338591,14.9421661409,0,85.7411871045,92.3045734674,71.6955741627,85.0578338591,0.8698502248,1664,1461.2,252408144,-184479157.6,3,2.3,2704736,2455282.4,2,11,19020,0,0,364,327.5,-1,-1,-1,-1,364,327.5,0,0,24,19.7
0,1,2,0,10,,,,,1,30,1000,0,0,,0,,,0,87.98,12.02,0,96.6794380587,95.9442332066,99.8646608714,99.71,0.983534564,4577,4084.1,362460120,-138136985.6,5,3.7,2295896,1673973.6,26,17,20000,0,0,1174,1158.1,-1,-1,-1,-1,1174,1158.1,0,0,26,23.8
5,4,2,0,10,,,,,1,30,1000,0,0,1,0,0,,0,90.6396989652,9.3603010348,0,92.6914153132,96.5558912387,73.2484076433,91.3922859831,0.9512600945,524,343.7,102037776,70378527.2,1,0.5,2182072,-1387409.6,3,22,2126,22035,0,21,15.8,645,324.2666666667,-1,-1,534,369.2,0,0,20,17.3
8,4,2,0,10,,,,,1,30,1000,0,0,1,0,0,,0,98.9002932551,1.0997067449,0,97.7299880526,99.0314769976,99.5896328294,99.5051319648,0.999525544,651,512.9,140994656,110390615.2,1,0.6,2386976,1713722.4,4,25,5456,11957,0,21,14.125,549,274.5333333333,-1,-1,956,216.1,0,0,30,25.9
9,4,2,0,10,,,,,1,30,1000,0,0,1,0,0,,0,91.4801130189,8.5198869811,0,91.9174247726,94.225251076,87.2586872587,91.4801130189,0.9527618562,11730,7703.8,422956360,-167076983.2,1,0.8,2445344,1408404,2,58,4601,181396,0,38,26.075,1069,562.7,-1,-1,1000,980.4,0,0,28,22
10,4,2,0,10,,,,,1,30,1000,0,0,1,0,0,,0,84.8159831756,15.1840168244,0,85.0660923808,92.8884203698,69.9312200957,84.8159831756,0.8931555173,24956,18656.5,552656792,69735135.2,3,2.8,2173960,1391740.8,2,11,19020,161858,0,105,80.025,752,328.4333333333,-1,-1,1000,1000,0,0,32,27.6
0,4,2,0,10,,,,,1,30,1000,0,0,1,0,0,,0,64.555,35.445,0,75.4004576659,83.5234474018,98.8808495133,98.275,0.9311181629,96147,71667.1,624393056,73244948.8,5,3.5,1215664,757680.8,26,17,20000,515246,0,391,364.325,144,107.9,-1,-1,1000,1000,0,0,28,25.3
5,16,2,0,10,,,,,1,30,1000,0,0,1,0,0,,0,87.347130762,12.652869238,0,91.652173913,95.5287009063,69.4267515924,89.7460018815,0.9421921604,15800,7113.2,637638016,127728084,1,0.4,950784,541710.4,3,22,2126,640274,0,12,6.10625,1308,341.3066666667,-1,-1,1000,1000,0,0,24,20.7
8,16,2,0,10,,,,,1,30,1000,0,0,1,0,0,,0,96.5909090909,3.4090909091,0,97.218710493,93.0992736077,99.524838013,98.5520527859,0.9973913419,16702,10029.5,619653152,132073742.4,2,1.2,1161416,548249.6,4,25,5456,404290,0,13,8.68125,1091,326.8133333333,-1,-1,817,684.5,0,0,64,55
9,16,2,0,10,,,,,1,30,1000,0,0,1,0,0,,0,86.242121278,13.757878722,0,86.3897331982,91.7503586801,77.7716492002,86.242121278,0.9231903374,57135,38651.9,708550928,174865097.6,1,0.9,1071088,604965.6,2,58,4601,919413,0,16,9.8,922,324.1,-1,-1,1000,1000,0,0,26,23.1
10,16,2,0,10,,,,,1,30,1000,0,0,1,0,0,,0,82.0977917981,17.9022082019,0,83.4720659918,90.2611093091,67.0454545455,82.0977917981,0.8732461289,84799,65160.5,648281496,111900236,5,3.9,604112,385559.2,2,11,19020,676240,0,47,27.63125,811,341.1333333333,-1,-1,1000,1000,0,0,46,38.7
0,16,2,0,10,,,,,1,30,1000,0,0,1,0,0,,0,48.49,51.51,0,67.8233438486,81.7490494297,98.4071625631,97.75,0.9357912685,218051,159134.2,784365712,-128908271.2,4,3.7,515112,365771.2,26,17,20000,2753364,0,154,137.25,396,217.62,-1,-1,1000,1000,0,0,28,24.8
5,64,2,0,10,,,,,1,30,1000,0,0,1,0,0,,0,81.7027281279,18.2972718721,0,84.659989457,97.0392749245,38.2165605096,84.0075258702,0.8765242045,20929,11024.6,662626136,189300399.2,1,0.3,525432,243016,3,22,2126,740265,0,6,2.6828125,1074,195.8793650794,-1,-1,1000,1000,0,0,26,23.2
8,64,2,0,10,,,,,1,30,1000,0,0,1,0,0,,0,88.9296187683,11.0703812317,0,87.7607788595,76.392251816,98.0993520518,94.8130498534,0.9718530847,48915,42393.5,765977728,-198643245.6,2,1.8,1182872,554472,4,25,5456,2144184,0,9,5.3453125,1115,264.2079365079,-1,-1,1000,1000,0,0,96,83.9
9,64,2,0,10,,,,,1,30,1000,0,0,1,0,0,,0,62.4429471854,37.5570528146,0,63.2037867464,90.9971305595,18.5328185328,62.4429471854,0.6827702406,109025,88718.4,1134286192,42632699.2,1,0.6,699184,490945.6,2,58,4601,2323064,0,9,3.99375,884,259.726984127,-1,-1,1000,1000,0,0,16,14
10,64,2,0,10,,,,,1,30,1000,0,0,1,0,0,,0,77.087276551,22.912723449,0,80.9645852749,84.536166072,63.3522727273,77.087276551,0.8290465301,168959,137120.5,767782280,199793828.8,5,4.2,402224,189644.8,2,11,19020,2243419,0,23,9.965625,949,296.5873015873,-1,-1,1000,1000,0,0,50,41.1
0,64,2,0,10,,,,,1,30,1000,0,0,1,0,0,,0,29.78,70.22,0,51.5426497278,71.989860583,97.2203425121,96.225,0.9181170563,455997,401084.2,1799351768,-73214596,5,3.4,424184,198478.4,26,17,20000,14634877,0,59,49.971875,1098,500.6555555556,-1,-1,1000,1000,0,0,25,23.3
5,1,4,0,10,,,,0,,,,,,,,,,,92.7093132643,7.2906867357,0,95.4819277108,95.7703927492,84.076433121,93.1796801505,0.9254982329,118,62.4,5760480,863264,1,0.9,412000,411968,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,1,4,0,10,,,,0,,,,,,,,,,,99.6517595308,0.3482404692,0,99.6363636364,99.5157384988,99.9352051836,99.8717008798,0.9982538346,198,172.2,1680912,1670512.8,1,0.3,414664,414632,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,1,4,0,10,,,,0,,,,,,,,,,,92.9797870028,7.0202129972,0,94.0335834227,94.4045911047,90.7887479316,92.9797870028,0.9386920226,430,393.5,14785128,6912953.6,1,0.6,413984,413948,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,1,4,0,10,,,,0,,,,,,,,,,,85.0578338591,14.9421661409,0,85.7411871045,92.3045734674,71.6955741627,85.0578338591,0.8698502248,1110,1021.9,65658240,51067268,2,1.2,425480,425304,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,4,0,10,,,,0,,,,,,,,,,,87.98,12.02,0,96.6794380587,95.9442332066,99.8646608714,99.71,0.983534564,1862,1676.7,192940368,156383085.6,8,7.6,6244816,5085658.4,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,4,4,0,10,,,,0,,,,,,,,0,,,93.0385700847,6.9614299153,0,93.7608318891,98.0664652568,77.0700636943,93.4148635936,0.9531067793,44,41.3,6229000,4360232.8,1,0.1,6230552,6230520,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,4,4,0,10,,,,0,,,,,,,,0,,,99.0469208211,0.9530791789,0,97.7380952381,99.3946731235,99.5896328294,99.5601173021,0.9996760259,180,172.7,6236184,6229560,1,0.8,6233216,3914582.4,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,4,4,0,10,,,,0,,,,,,,,0,,,92.0017387524,7.9982612476,0,92.0723226704,94.9784791966,87.4241588527,92.0017387524,0.9646465706,262,245.4,18688320,18680767.2,1,0.6,6232496,3722389.6,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,4,4,0,10,,,,0,,,,,,,,0,,,85.3364879075,14.6635120925,0,85.7496066532,92.8073305222,71.5610047847,85.3364879075,0.9050654796,606,566.7,49839928,42360746.4,3,2.2,6244064,6244035.2,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,4,4,0,10,,,,0,,,,,,,,0,,,86.385,13.615,0,92.7160493827,95.1837769328,99.692884285,99.515,0.9954355866,980,831.9,194936928,170031476.8,29,24.8,7497464,7278267.2,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,16,4,0,10,,,,0,,,,,,,,0,,,89.4637817498,10.5362182502,0,92.1928817451,97.0392749245,71.1252653928,91.2982126058,0.9570060487,43,38.3,7481648,3740817.6,1,0.4,7483168,7483036.8,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,16,4,0,10,,,,0,,,,,,,,0,,,98.038856305,1.961143695,0,96.7113276492,96.1259079903,99.4168466523,98.9186217009,0.9992449757,186,165.6,14962840,14960181.6,3,2.1,7485832,7484262.4,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,16,4,0,10,,,,0,,,,,,,,0,,,91.52358183,8.47641817,0,91.3163335631,95.050215208,86.1003861004,91.52358183,0.9587233047,323,236.5,22449128,20948415.2,2,1.4,7485184,7485148,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,16,4,0,10,,,,0,,,,,,,,0,,,85.483701367,14.516298633,0,84.8162968352,94.5345442751,68.7948564593,85.483701367,0.9094847671,594,488.5,44894680,44122293.6,10,7.3,7496680,7493152,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,16,4,0,10,,,,0,,,,,,,,0,,,83.65,16.35,0,90.2469135802,92.6489226869,99.588777263,99.315,0.9961151521,764,618.4,217179216,201346518.4,97,79.5,7504744,7496750.4,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,64,4,0,10,,,,0,,,,,,,,0,,,84.8071495767,15.1928504233,0,87.2124130551,98.4894259819,49.2569002123,87.5823142051,0.9385270139,35,28.6,7494264,5995313.6,2,1.8,7495816,7495784,3,22,2126,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,64,4,0,10,,,,0,,,,,,,,0,,,93.5117302053,6.4882697947,0,93.6400541272,83.7772397094,98.9848812095,96.6825513196,0.9960466795,143,135.3,29979376,28477540,7,6.5,7498480,7498448,4,25,5456,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,64,4,0,10,,,,0,,,,,,,,0,,,91.6322538579,8.3677461421,0,90.9090909091,95.7675753228,85.2730281302,91.6322538579,0.9589083821,130,120.6,29976032,29966389.6,5,3.5,7497792,7495281.6,2,58,4601,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,64,4,0,10,,,,0,,,,,,,,0,,,84.7896950578,15.2103049422,0,83.8728199239,94.7615958482,66.4025119617,84.7896950578,0.9010641115,391,313.9,82630328,75136717.6,28,20.4,7509328,7509299.2,2,11,19020,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,64,4,0,10,,,,0,,,,,,,,0,,,77.35,22.65,0,82.619047619,87.9594423321,99.2400187393,98.795,0.9903902555,816,600.3,284950360,-169405242.4,349,273,37483720,27727080,26,17,20000,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,1,2,0,10,,,,,2,30,1000,0,0,,0,,,0,92.7093132643,7.2906867357,0,95.4819277108,95.7703927492,84.076433121,93.1796801505,0.9254982329,116,92.4,52490984,23616444.8,1,0.2,7497320,7496867.2,3,22,2126,0,0,62,53.1,-1,-1,-1,-1,62,53.1,0,0,17,13.8
8,1,2,0,10,,,,,2,30,1000,0,0,,0,,,0,99.6517595308,0.3482404692,0,99.6363636364,99.5157384988,99.9352051836,99.8717008798,0.9982538346,229,212.4,131229760,102344630.4,1,0.9,7499952,3249170.4,4,25,5456,0,0,26,21.6,-1,-1,-1,-1,26,21.6,0,0,11,9.7
9,1,2,0,10,,,,,2,30,1000,0,0,,0,,,0,92.9797870028,7.0202129972,0,94.0335834227,94.4045911047,90.7887479316,92.9797870028,0.9386920226,517,485.6,268020416,159499630.4,1,0.7,4950496,1576349.6,2,58,4601,0,0,121,104.2,-1,-1,-1,-1,121,104.2,0,0,26,21.7
10,1,2,0,10,,,,,2,30,1000,0,0,,0,,,0,85.0578338591,14.9421661409,0,85.7411871045,92.3045734674,71.6955741627,85.0578338591,0.8698502248,1491,1271.2,253616672,-185540993.6,3,2.1,360504,346983.2,2,11,19020,0,0,364,327.5,-1,-1,-1,-1,364,327.5,0,0,24,19.7
0,1,2,0,10,,,,,2,30,1000,0,0,,0,,,0,87.98,12.02,0,96.6794380587,95.9442332066,99.8646608714,99.71,0.983534564,3800,3577.1,472121296,-66563920,5,3.7,246768,130781.6,26,17,20000,0,0,1174,1158.1,-1,-1,-1,-1,1174,1158.1,0,0,26,23.8
5,4,2,0,10,,,,,2,30,1000,0,0,1,0,0,,0,91.8626528692,8.1373471308,0,93.4617629889,96.7371601208,76.2208067941,92.1919096896,0.929242917,1116,605.1,473728056,-165540538.4,1,0.1,422160,336644.8,3,22,2126,22843,0,21,15.8,645,324.3,-1,-1,534,369.2,0,0,20,17.3
